src_ip_numeric,src_port,dst_port,proto,flowDuration,label
3232268309,50312,443,6,11.7636539936066,0
3232268405,61424,443,17,40.6273980140686,0
3232268303,63346,53,17,0.0009300708770751,0
3232268037,62520,443,6,2.96087503433228,0
3232266590,57129,3128,6,0.874342918395996,1
3232266857,65039,53,17,0.0587160587310791,0
3232268291,21559,53,17,0.0005240440368652,0
3232267696,46728,53,17,0.0006849765777587,0
3232268074,62502,19302,17,30.2682709693909,0
3232267585,49948,3128,6,189.23589682579,1
3232266804,54912,443,6,0.0001871585845947,0
3232266800,58425,3128,6,679.145280838013,1
3232268090,61648,443,6,0.406919956207275,0
3232266500,31094,53,17,0.0,0
3232268045,52387,443,6,0.0,0
3232268081,55721,53,17,0.0005698204040527,0
3232266840,51824,3128,6,0.928685903549194,1
3232268106,50101,443,6,0.23360800743103,0
3232267000,49668,80,6,0.244477033615112,0
3232266771,49986,3128,6,170.027634859085,1
3232266573,52996,443,6,0.268290996551514,0
3232268101,55463,3128,6,0.0087242126464843,1
3232268075,57355,3128,6,0.237060070037842,1
3232268313,52490,80,6,390.59284901619,0
3232266781,50748,3128,6,274.84487080574,1
3232266881,57464,3128,6,61.6123850345612,1
3232266776,1389,3128,6,1.05823302268982,1
3232268291,54897,443,6,0.307060956954956,0
3232268075,58072,53,17,0.0003869533538818,0
3232268360,59188,443,6,117.971946954727,0
3232266763,56885,3128,6,0.726292133331299,1
3232267597,55802,3128,6,0.418452978134155,1
3232268328,37816,443,6,16.5528600215912,0
3232266781,49996,3128,6,14.8164899349213,1
3232266763,64685,3128,6,240.108226060867,1
3232267527,59786,3128,6,216.225579023361,1
3232266761,50893,443,6,0.134487867355347,0
3232267593,53160,2222,6,0.0003328323364257,0
3232267611,52140,53,17,0.000582218170166,0
3232266892,51285,3128,6,0.427922964096069,1
3232266586,50076,3128,6,3.4627149105072,1
3232266892,53679,3128,6,185.833549022675,1
3232266863,53904,3128,6,5.21843385696411,1
3232268370,53316,53,17,0.059553861618042,0
3232267527,61114,3128,6,0.994126796722412,1
3232266846,57184,3128,6,0.0400471687316895,1
3232268314,52804,443,6,4.4822692871e-05,0
3232268309,58500,443,17,9.67564511299133,0
3232267622,49916,3128,6,0.0,1
3232268352,51502,443,6,15.4052951335907,0
3232266829,54413,443,6,5.3514769077301,0
3232266589,138,138,17,1018.01535391808,0
3232267527,50954,3128,6,42.3482511043549,1
3232268399,50983,49837,6,0.159280061721802,0
3232266584,65300,3128,6,257.266610145569,1
3232266831,53426,3128,6,13.9988729953766,1
3232266832,50834,53,17,0.0619480609893799,0
3232266781,50145,3128,6,315.670310020447,1
3232266861,50638,3128,6,46.1914658546448,1
3232266832,28769,53,17,0.0006568431854248,0
3232268404,62766,3128,6,0.0004291534423828,1
3232266794,2668,3128,6,36.629693031311,1
3232266525,52070,53,17,0.0004758834838867,0
3232266831,52639,3128,6,0.782464027404785,1
3232268087,57379,53,17,0.0006611347198486,0
3232268040,62878,80,6,6.88734698295593,0
3232268436,53993,443,6,5.17889499664307,0
3232267736,50404,53,17,0.0005760192871093,0
3232266795,50386,3128,6,180.574262857437,1
3232266573,63272,53,17,0.0006911754608154,0
3232266563,64432,3128,6,1.29781103134155,1
3232266893,65275,3128,6,18.9643559455872,1
3232268313,55092,53,17,0.0007622241973876,0
3232268295,54869,53,17,0.0003960132598876,0
3232266781,50308,3128,6,2.71291518211365,1
3232268143,61586,3128,6,52.8649470806122,1
3232267548,50298,443,6,6.05505990982056,0
3232267601,63644,3128,6,0.0048539638519287,1
3232268295,49924,443,6,4.0054321289e-05,0
3232266881,59146,3128,6,541.421366214752,1
3232266810,54173,2222,6,0.0004029273986816,0
3232268396,51643,3128,6,9.02827191352844,1
3232266816,50127,3128,6,240.335564851761,1
3232266776,2304,3128,6,0.176789045333862,1
3232266756,50222,3128,6,9.6538360118866,1
3232266806,53438,2222,6,0.0002338886260986,0
3232266537,61670,443,6,2.71381807327271,0
3232266570,54293,443,6,240.505264043808,0
3232266813,64719,53,17,0.13927698135376,0
3232268101,50032,3128,6,9.90776610374451,1
3232266806,59619,3128,6,0.737569093704224,1
3232266771,50233,3128,6,60.0491070747375,1
3232266578,64348,443,6,0.466349840164185,0
3232266800,49941,3128,6,1.27291512489319,1
3232268349,58946,46305,6,0.129071950912476,0
3232266756,52948,3128,6,0.989028930664062,1
3232267594,62628,51479,6,8.99909400939941,0
3232266815,49169,3128,6,0.514546155929565,1
3232266795,50810,3128,6,11.7241108417511,1
3232267584,58678,53,17,0.0349149703979492,0
3232268327,51340,443,6,25.934534072876,0
3232266877,49353,3128,6,6.3989520072937,1
3232266846,49192,443,6,13.6443481445312,0
3232266776,1680,3128,6,240.337018013,1
3232267539,63581,53,17,0.0009818077087402,0
3232268076,57001,443,6,297.861027002335,0
3232266826,39789,443,6,9.29832458496e-05,0
3232266535,49770,443,6,1.24346494674683,0
3232267564,54835,3128,6,0.420160055160522,1
3232266798,52686,53,17,0.0004529953002929,0
3232266544,50472,53,17,0.124373912811279,0
3232268375,6881,29952,17,901.955018997192,0
3232268393,23803,53,17,0.0004231929779052,0
3232267537,56395,6881,6,0.194228172302246,0
3232266794,1868,3128,6,585.433843851089,1
3232266584,53669,3128,6,149.977334022522,1
3232267601,58291,3128,6,0.337050914764404,1
3232266615,55790,53,17,0.000680923461914,0
3232268384,59296,443,6,12.7093889713287,0
3232266761,51062,3128,6,407.108957052231,1
3232266505,49763,443,6,3.89972805976868,0
3232266892,51418,3128,6,0.294962882995605,1
3232266804,55213,80,6,0.0,0
3232266795,50309,3128,6,104.993871927261,1
3232266824,50766,3128,6,0.422611951828003,1
3232268320,49695,443,6,137.615173101425,0
3232267590,46246,53,17,0.0005009174346923,0
3232266816,49218,3128,6,60.0495297908783,1
3232266510,54403,443,6,170.823573112488,0
3232268311,55309,53,17,0.0002970695495605,0
3232267564,59932,53,17,8.00021195411682,0
3232268334,53809,443,6,91.0172619819641,0
3232268468,62338,3128,6,30.2055349349976,1
3232268291,33225,443,6,0.22088885307312,0
3232268291,59293,443,6,0.970004081726074,0
3232266776,1193,3128,6,104.404983997345,1
3232266821,61224,3128,6,51.051910161972,1
3232268468,56261,3128,6,116.676981925964,1
3232266792,51140,3128,6,0.947679042816162,1
3232267527,53433,3128,6,240.199293851852,1
3232266763,56508,3128,6,1.38491702079773,1
3232266781,49960,3128,6,240.119066953659,1
3232268081,65052,53,17,0.0008280277252197,0
3232266881,64624,3128,6,0.360410928726196,1
3232266819,21546,53,17,0.058229923248291,0
3232268291,44081,443,6,0.0,0
3232266875,50206,80,6,0.487740039825439,0
3232266794,3220,3128,6,0.172082901000977,1
3232266528,53221,8888,17,0.181600093841553,0
3232266816,50187,3128,6,0.0003719329833984,1
3232268309,49652,443,6,5.06459403038025,0
3232266794,1855,3128,6,286.734503984451,1
3232267537,53436,80,6,0.182919979095459,0
3232266821,61173,3128,6,0.961248159408569,1
3232268323,53184,443,17,99.6416909694672,0
3232267564,54340,3128,6,0.0002012252807617,1
3232266800,57857,3128,6,55.2705638408661,1
3232266811,62910,53,17,10.0011239051819,0
3232266795,50826,3128,6,65.5508999824524,1
3232268375,58145,58284,6,9.01021313667297,0
3232268322,49204,443,6,104.948055028915,0
3232266538,54911,53,17,0.0007760524749755,0
3232268375,58759,34993,6,0.0872118473052979,0
3232268069,57890,53,17,0.0009851455688476,0
3232268313,55155,443,6,0.581774950027466,0
3232268396,50937,80,6,110.006114006042,0
3232266800,53038,3128,6,0.344614028930664,1
3232268054,63521,443,6,0.0,0
3232267527,62265,3128,6,0.61968207359314,1
3232266776,1674,3128,6,240.242278814316,1
3232266763,62480,3128,6,0.96622109413147,1
3232266795,49221,3128,6,0.0003359317779541,1
3232266800,55793,3128,6,258.490195989609,1
3232267582,52213,2222,6,0.0003769397735595,0
3232266816,50294,3128,6,78.0199069976807,1
3232268468,52108,3128,6,0.0113928318023682,1
3232266821,61208,3128,6,109.98252081871,1
3232266794,1674,3128,6,39.3499350547791,1
3232268291,54522,443,6,0.193650007247925,0
3232266776,51064,53,17,0.0006499290466308,0
3232267570,50724,3128,6,0.0003681182861328,1
3232267743,61991,53,17,0.0007979869842529,0
3232266816,50185,3128,6,193.443273067474,1
3232268064,51927,443,6,32.5001349449158,0
3232267000,54105,53,17,0.0,0
3232266816,50156,3128,6,2.80633592605591,1
3232266761,50040,3128,6,240.20851111412,1
3232266794,2097,3128,6,12.6208600997925,1
3232266893,62981,443,6,300.094236850739,0
3232268374,49076,443,6,1.53375601768494,0
3232267736,58254,443,6,5.89101910591125,0
3232268321,50182,80,6,0.0,0
3232268292,56730,443,6,199.644095182419,0
3232266816,51089,3128,6,0.0002808570861816,1
3232266771,51665,3128,6,7.84851002693176,1
3232266816,52913,3128,6,12.2105338573456,1
3232266821,62594,3128,6,1.18730902671814,1
3232266584,63181,3128,6,1.05977487564087,1
3232266799,53720,53,17,0.150773048400879,0
3232266795,51349,3128,6,149.98396396637,1
3232266583,52351,3128,6,0.256960153579712,1
3232268320,63267,53,17,0.0004539489746093,0
3232266832,59752,443,6,6.59665513038635,0
3232266530,54516,53,17,0.0029759407043457,0
3232268060,54182,443,6,0.705946922302246,0
3232266829,60282,443,6,0.0365688800811768,0
3232268299,49842,3128,6,0.0003659725189208,1
3232268322,49498,443,6,226.469706058502,0
3232266816,50030,3128,6,90.325611114502,1
3232268324,49684,19091,6,437.118870019913,0
3232268468,60890,3128,6,59.3386588096619,1
3232267527,61632,3128,6,4.58647918701172,1
3232268445,57608,53,17,0.0006930828094482,0
3232267572,58084,53,17,0.0652511119842529,0
3232266800,56649,2222,6,0.0,0
3232266781,50022,3128,6,40.2614288330078,1
3232266816,49675,2222,6,0.000392198562622,0
3232268366,54088,3128,6,3.00530290603638,1
3232266906,55596,53,17,0.0006330013275146,0
3232266803,2391,443,6,0.18243408203125,0
3232266893,63775,3128,6,0.0058090686798095,1
3232266523,49797,443,6,8.57071304321289,0
3232267590,55907,53,17,0.0613257884979248,0
3232266893,64641,3128,6,1131.04652380943,1
3232266887,55540,443,6,19.9845759868622,0
3232266875,56991,3128,6,0.0002250671386718,1
3232268313,58560,443,6,0.036984920501709,0
3232266776,1581,3128,6,274.171847105026,1
3232268336,60196,443,17,83.8915982246399,0
3232268124,51272,443,6,0.591434955596924,0
3232268101,50186,3128,6,9.22203803062439,1
3232266856,50363,443,6,0.0002961158752441,0
3232267621,63055,3128,6,85.3672680854797,1
3232266527,55475,53,17,0.0584011077880859,0
3232266763,49942,3128,6,0.0002200603485107,1
3232266846,49301,3128,6,0.0,1
3232266881,50636,3128,6,135.299889087677,1
3232268348,43169,443,6,2.58054089546204,0
3232266781,51306,3128,6,0.544697999954224,1
3232266776,1634,3128,6,33.5691578388214,1
3232266776,2036,3128,6,240.570436000824,1
3232267618,55262,3128,6,318.001533985138,1
3232268291,50411,443,6,0.30425500869751,0
3232267645,50293,443,6,277.573819160461,0
3232266816,50264,3128,6,30.4400889873505,1
3232266756,52026,3128,6,1.01798820495605,1
3232266816,50938,3128,6,1.03975605964661,1
3232266872,49781,3128,6,162.38992190361,1
3232267527,59969,3128,6,242.175283193588,1
3232266848,49736,3128,6,120.841130018234,1
3232266863,51202,3128,6,0.309321165084839,1
3232268037,34914,51413,17,118.134000062943,0
3232268378,58971,389,17,7.48878312110901,0
3232268382,60450,443,6,0.44805383682251,0
3232266831,54573,3128,6,0.765614032745361,1
3232266869,1055,3128,6,0.0003809928894042,1
3232268361,59075,53,17,0.0009989738464355,0
3232268084,60243,443,6,135.308979034424,0
3232268375,6881,24237,17,30.0129849910736,0
3232268468,55006,3128,6,0.002824068069458,1
3232268320,62708,8080,6,0.0,0
3232266771,51324,3128,6,240.448836088181,1
3232266959,56304,3128,6,9.00107598304749,1
3232266781,50503,3128,6,0.344590902328491,1
3232268291,0,0,1,0.0,1
3232268087,58207,2222,6,0.0004549026489257,0
3232266594,53341,53,17,0.0007009506225585,0
3232266771,50121,3128,6,240.218826055527,1
3232266832,61575,53,17,0.0007660388946533,0
3232266800,52694,3128,6,0.293936014175415,1
3232266848,49196,3128,6,0.543261051177979,1
3232268384,49914,3128,6,0.0002851486206054,1
3232266594,56176,53,17,0.0006921291351318,0
3232266816,50219,3128,6,0.0008821487426757,1
3232267527,61867,53,17,0.0008997917175292,0
3232266776,1589,3128,6,5.08422780036926,1
3232268101,51470,3128,6,194.953357934952,1
3232268064,53673,443,6,22.0826349258423,0
3232268468,56092,3128,6,0.0040740966796875,1
3232267537,55600,53,17,0.000324010848999,0
3232268291,53170,80,6,22.0810091495514,0
3232268377,65094,443,17,37.8774371147156,0
3232266782,52241,3128,6,240.234097957611,1
3232267545,50747,3128,6,0.0004551410675048,1
3232266584,62782,3128,6,8.08288311958313,1
3232267599,49348,443,6,10.7435910701752,0
3232266771,49818,3128,6,225.271828889847,1
3232266818,50723,3128,6,0.220935821533203,1
3232266781,49743,3128,6,6.18880295753479,1
3232268291,38845,53,17,0.0003390312194824,0
3232268291,46747,80,6,352.916672945023,0
3232268078,50588,443,17,4.00322985649109,0
3232266774,54101,53,17,0.0006449222564697,0
3232266776,1247,3128,6,240.338973045349,1
3232266764,55238,3128,6,1.04943108558655,1
3232266890,0,0,1,0.0251319408416748,1
3232266500,57436,53,17,0.276381015777588,0
3232266848,50032,3128,6,1.0570240020752,1
3232266816,50204,3128,6,238.145950078964,1
3232266763,60768,3128,6,19.4134380817413,1
3232266601,50019,53,17,0.0006959438323974,0
3232266771,49724,3128,6,240.644834041595,1
3232266792,51043,3128,6,0.561081886291504,1
3232266595,52912,3128,6,0.250205993652344,1
3232266601,57445,53,17,0.0005650520324707,0
3232266859,51747,5228,6,7.04535412788391,0
3232266869,1432,3128,6,0.0003399848937988,1
3232268061,53485,443,6,65.3840520381927,0
3232266906,50807,443,6,113.737876176834,0
3232266887,58824,80,6,8.36759495735168,0
3232268291,59464,53,17,0.0006289482116699,0
3232267599,49308,443,6,46.9584300518036,0
3232268103,58493,443,6,0.905257940292358,0
3232266763,64632,443,6,45.0004329681396,0
3232266781,49708,3128,6,2.38362002372742,1
3232266756,50477,3128,6,5.08608603477478,1
3232266959,61831,3128,6,0.782924890518188,1
3232266771,50085,3128,6,7.58126592636108,1
3232268048,65097,53,17,0.0007250308990478,0
3232267539,60062,3128,6,0.0,1
3232266852,50444,3128,6,0.837225914001465,1
3232266881,57146,3128,6,0.0004279613494873,1
3232266756,49309,3128,6,1.51987814903259,1
3232268398,62929,53,17,0.380242109298706,0
3232266610,56869,443,6,10.3956310749054,0
3232266791,42906,53,17,0.0005190372467041,0
3232267639,61861,3128,6,9.01983284950256,1
3232266794,2327,3128,6,61.2295031547546,1
3232266836,51235,53,17,0.0004990100860595,0
3232266870,49679,445,6,133.65135884285,1
3232268291,1289,53,17,0.0005519390106201,0
3232266866,49272,3128,6,90.3128008842468,1
3232266813,57527,53,17,0.0006229877471923,0
3232268405,55742,53,17,0.0005910396575927,0
3232266892,50698,3128,6,0.0009741783142089,1
3232266795,51385,3128,6,5.81449484825134,1
3232266538,49399,2222,6,0.0004191398620605,0
3232268045,61388,443,6,0.830554962158203,0
3232266585,15520,443,6,13.2013230323792,0
3232268076,60393,443,6,0.0187389850616455,0
3232266800,52371,3128,6,240.172796010971,1
3232266771,51359,3128,6,240.129934072495,1
3232266776,1637,3128,6,240.639453887939,1
3232266771,50140,3128,6,240.197068929672,1
3232266756,50043,3128,6,9.75595116615295,1
3232266792,51536,3128,6,242.069013834,1
3232266579,59630,53,17,0.0006968975067138,0
3232266527,51276,53,17,0.0007939338684082,0
3232266801,50544,3128,6,262.593455076218,1
3232266518,50148,443,6,1.34692597389221,0
3232267582,55264,3128,6,0.0002789497375488,1
3232266756,50340,3128,6,3.34389901161194,1
3232268396,61476,443,17,0.152041912078857,0
3232268468,50465,3128,6,0.0042979717254638,1
3232266584,51365,3128,6,0.0,1
3232266832,51337,3128,6,0.111739873886108,1
3232267601,57827,3128,6,211.76309800148,1
3232267527,60463,3128,6,0.359231948852539,1
3232266584,63291,3128,6,1.89495301246643,1
3232266584,54204,3128,6,143.72279882431,1
3232266796,49552,3128,6,7.41481781005e-05,1
3232268073,63251,53,17,0.0006358623504638,0
3232266892,51449,3128,6,0.420687913894653,1
3232268372,51648,3128,6,0.0003719329833984,1
3232267564,52607,3128,6,127.797888040543,1
3232267618,55214,3128,6,565.735929012299,1
3232267736,59477,443,6,0.118948936462402,0
3232266763,49754,3128,6,101.939145088196,1
3232268291,0,0,1,3.69548797607e-05,1
3232268036,51730,53,17,0.0006110668182373,0
3232267527,64141,3128,6,171.160431146622,1
3232266806,59453,443,6,1737.02025699615,0
3232266771,49636,3128,6,0.0004651546478271,1
3232268087,49701,3128,6,0.0004088878631591,1
3232267539,57467,3128,6,0.886627912521362,1
3232268365,62351,53,17,0.0006170272827148,0
3232266587,58719,3128,6,0.26198410987854,1
3232268468,63155,3128,6,50.5891590118408,1
3232267683,51867,53,17,0.0007410049438476,0
3232268349,34176,5228,6,20.9313750267029,0
3232266831,57434,3128,6,0.0003309249877929,1
3232266801,49435,3128,6,344.171960830688,1
3232267574,51072,443,6,10.2463669776917,0
3232268299,49701,3128,6,0.0002329349517822,1
3232267574,50693,3128,6,0.0003390312194824,1
3232266798,61039,443,6,240.197470903397,0
3232268382,39926,53,17,0.145456075668335,0
3232266872,50715,3128,6,600.380810022354,1
3232266882,43507,443,6,0.343739032745361,0
3232266583,51975,80,6,9.13202905654907,0
3232266756,50261,3128,6,4.93484807014465,1
3232268468,52156,3128,6,5.01342391967773,1
3232268397,58567,443,6,0.154896020889282,0
3232268468,49674,3128,6,0.0145468711853027,1
3232268383,52867,53,17,0.0022289752960205,0
3232267545,51090,3128,6,1138.86842799187,1
3232267601,56134,3128,6,135.320743083954,1
3232266556,60734,3128,6,0.574811935424805,1
3232268296,3075,0,6,8.9215841293335,0
3232266851,53938,53,17,0.0633749961853027,0
3232266756,52936,3128,6,2.56249904632568,1
3232266800,53316,3128,6,0.587471008300781,1
3232266649,53501,53,17,0.0009448528289794,0
3232266887,52339,2222,6,0.0003597736358642,0
3232266798,53202,53,17,0.0004751682281494,0
3232267611,63508,443,6,14.1429271697998,0
3232268422,61730,443,6,3.25713896751404,0
3232266798,53088,3128,6,0.0002849102020263,1
3232266794,4308,3128,6,146.567810058594,1
3232268077,49887,443,6,0.725336074829102,0
3232267593,50176,2222,6,0.0002989768981933,0
3232268066,58330,80,6,285.23769903183,0
3232268436,50554,53,17,0.0642919540405273,0
3232266821,61080,3128,6,0.364868879318237,1
3232266596,56697,443,17,3.84955883026123,0
3232266520,55318,8888,17,0.0854761600494385,0
3232268375,6881,32364,17,0.0,0
3232266763,49493,2222,6,1.33672904968262,0
3232267548,59201,443,6,3.15689182281494,0
3232266756,51814,3128,6,5.17908000946045,1
3232266881,56064,3128,6,267.741777896881,1
3232266570,60708,53,17,0.0005538463592529,0
3232266793,50326,3128,6,5.02082180976868,1
3232266499,52746,443,6,42.6170120239258,0
3232267539,56497,3128,6,130.632739067078,1
3232267545,51133,3128,6,455.777110815048,1
3232268101,50262,3128,6,5.90154790878296,1
3232266832,49584,3128,6,0.0163331031799316,1
3232266804,65275,443,6,0.576459884643555,0
3232267601,58347,3128,6,18.149845123291,1
3232268068,50907,3128,6,0.0004308223724365,1
3232266811,50408,3128,6,8.99986600875854,1
3232268079,50899,3128,6,9.01064109802246,1
3232266863,51165,3128,6,1.3705940246582,1
3232266763,65276,3128,6,0.357094049453735,1
3232266800,50195,3128,6,0.0019819736480712,1
3232266816,51101,3128,6,61.7690589427948,1
3232266756,52950,3128,6,6.04493713378906,1
3232267556,54647,53,17,0.191335916519165,0
3232268075,51614,443,6,975.306638002396,0
3232266832,49706,3128,6,14.5354669094086,1
3232267590,54619,53,17,0.0,0
3232266906,63936,443,6,0.0622010231018066,0
3232266588,53926,443,6,1740.50217700005,0
3232266814,57462,443,6,7.35396695137024,0
3232267561,42268,443,6,0.0,0
3232266803,49444,53,17,0.0007309913635253,0
3232268149,63983,3128,6,9.02211093902588,1
3232267556,57387,443,6,130.146802902222,0
3232268075,59429,53,17,0.0003418922424316,0
3232266800,60100,7680,6,9.01092004776001,0
3232268375,6881,55426,17,0.173022985458374,0
3232266959,55918,3128,6,151.841315984726,1
3232266601,59035,3128,6,29.9410879611969,1
3232266756,49212,3128,6,8.99317502975464,1
3232268321,49780,443,6,0.0,0
3232268332,50166,443,6,241.848922014236,0
3232268047,51834,53,17,0.0007441043853759,0
3232266756,51575,3128,6,1.49484801292419,1
3232266763,56469,3128,6,105.572813034058,1
3232266776,1427,3128,6,41.9692440032959,1
3232266584,62603,3128,6,11.8928270339966,1
3232266558,14939,53,17,0.0007529258728027,0
3232268320,50966,6881,6,8.99579191207886,0
3232266873,52449,3128,6,0.0003538131713867,1
3232266771,50978,3128,6,9.51290130615e-05,1
3232266818,50720,3128,6,4.03417110443115,1
3232268291,0,0,1,0.0,1
3232266846,52888,80,6,11.7365009784698,0
3232267570,50710,3128,6,0.0002131462097167,1
3232266800,53989,3128,6,0.766733884811401,1
3232266896,49746,3128,6,9.02801108360291,1
3232266819,35653,443,6,157.707756996155,0
3232266792,50963,3128,6,5.59379315376282,1
3232266756,50182,3128,6,2.02035021781921,1
3232268086,52827,443,6,5.15059399604797,0
3232267591,55165,53,17,0.0003759860992431,0
3232268303,55927,17167,6,0.617073059082031,0
3232267653,51589,5228,6,1755.12333893776,0
3232266601,51250,443,6,6.19503498077393,0
3232268313,56084,53,17,0.0011811256408691,0
3232266959,57433,3128,6,60.7586328983307,1
3232268075,50762,3128,6,0.232805013656616,1
3232266781,49926,3128,6,13.7631039619446,1
3232268320,49277,443,6,0.171252965927124,0
3232266771,51338,3128,6,15.0024988651276,1
3232266776,2160,3128,6,5.37049698829651,1
3232266763,49853,3128,6,0.666588068008423,1
3232266816,49916,3128,6,240.208173036575,1
3232268387,49985,3128,6,0.882405042648315,1
3232266501,41787,53,17,0.0003581047058105,0
3232268299,50957,80,6,8.05968308448792,0
3232267591,51349,2222,6,0.0003941059112548,0
3232266771,50187,3128,6,0.130175113677979,1
3232267545,49177,3128,6,0.0003550052642822,1
3232266795,51601,3128,6,42.632719039917,1
3232266771,51320,3128,6,240.501903057098,1
3232266795,52573,3128,6,0.0003619194030761,1
3232266812,52104,2222,6,0.0002639293670654,0
3232266816,50876,2222,6,0.0004220008850097,0
